"row_id","account_label","account_id","pages_from_source","file","line","tag","label","current_release_status","blocker","current_release_actual_result","historical_observations"
"owner_a|src/components/admin/AdminCopilot.vue:1830:18","项目A负责人","103","[]","src/components/admin/AdminCopilot.vue","1830","AgentTeamCard","","untested","","","[]"
"owner_a|src/components/admin/AdminCopilot.vue:1846:19","项目A负责人","103","[]","src/components/admin/AdminCopilot.vue","1846","button","{{ thinkingCityOpen ? '收起' : '看看在想什么' }}","untested","","","[]"
"owner_a|src/components/admin/AdminCopilot.vue:1873:20","项目A负责人","103","[]","src/components/admin/AdminCopilot.vue","1873","textarea","输入管理指令","untested","","","[]"
"owner_a|src/components/admin/AdminCopilot.vue:1883:21","项目A负责人","103","[]","src/components/admin/AdminCopilot.vue","1883","button","取消任务","untested","","","[]"
"owner_a|src/components/admin/AdminCopilot.vue:1893:22","项目A负责人","103","[]","src/components/admin/AdminCopilot.vue","1893","button","发送","untested","","","[]"
"owner_a|src/components/admin/AdminCopilot.vue:1900:23","项目A负责人","103","[]","src/components/admin/AdminCopilot.vue","1900","AgentTeamSidePanel","","untested","","","[]"
"owner_a|src/components/admin/AdminCopilot.vue:1901:24","项目A负责人","103","[]","src/components/admin/AdminCopilot.vue","1901","TaskCancelConfirm","","untested","","","[]"
"owner_a|src/components/admin/AdminLayout.vue:135:25","项目A负责人","103","[""/admin/"",""/admin/agent-releases"",""/admin/agents"",""/admin/ai-logs"",""/admin/approvals"",""/admin/audit"",""/admin/beta-codes"",""/admin/embedding"",""/admin/evolution"",""/admin/jobs"",""/admin/knowledge"",""/admin/llm"",""/admin/mcp-workers"",""/admin/observability"",""/admin/overview"",""/admin/policies"",""/admin/rbac/permissions"",""/admin/rbac/roles"",""/admin/rbac/users"",""/admin/report-templates"",""/admin/rewards"",""/admin/rollback"",""/admin/skills"",""/admin/tools"",""/admin/users""]","src/components/admin/AdminLayout.vue","135","button","{{ item.title }}","untested","","","[]"
"owner_a|src/components/admin/AdminLayout.vue:162:26","项目A负责人","103","[""/admin/"",""/admin/agent-releases"",""/admin/agents"",""/admin/ai-logs"",""/admin/approvals"",""/admin/audit"",""/admin/beta-codes"",""/admin/embedding"",""/admin/evolution"",""/admin/jobs"",""/admin/knowledge"",""/admin/llm"",""/admin/mcp-workers"",""/admin/observability"",""/admin/overview"",""/admin/policies"",""/admin/rbac/permissions"",""/admin/rbac/roles"",""/admin/rbac/users"",""/admin/report-templates"",""/admin/rewards"",""/admin/rollback"",""/admin/skills"",""/admin/tools"",""/admin/users""]","src/components/admin/AdminLayout.vue","162","el-button","退出","untested","","","[]"
"owner_a|src/components/agent/AgentDeskCard.vue:60:27","项目A负责人","103","[""/agents""]","src/components/agent/AgentDeskCard.vue","60","article","{{ agent.name }} 自定义 {{ agent.code }} {{ statusLabel[agent.status] }} {{ agent.description }} {{ categoryLabel }} {{ skill }} + {{ agent.skills.length - 3 }} {{ agent.call_count }}","untested","","","[]"
"owner_a|src/components/agent/AgentDiscussionPanel.vue:31:28","项目A负责人","103","[""/agents""]","src/components/agent/AgentDiscussionPanel.vue","31","el-button","📄 查看报告","untested","","","[]"
"owner_a|src/components/agent/AgentDiscussionPanel.vue:40:29","项目A负责人","103","[""/agents""]","src/components/agent/AgentDiscussionPanel.vue","40","el-button","{{ isPaused ? '▶' : '⏸' }}","untested","","","[]"
"owner_a|src/components/agent/AgentDiscussionPanel.vue:51:30","项目A负责人","103","[""/agents""]","src/components/agent/AgentDiscussionPanel.vue","51","el-button","终止讨论","untested","","","[]"
"owner_a|src/components/agent/AgentDiscussionPanel.vue:63:31","项目A负责人","103","[""/agents""]","src/components/agent/AgentDiscussionPanel.vue","63","el-button","关闭讨论","untested","","","[]"
"owner_a|src/components/agent/AgentDiscussionPanel.vue:90:32","项目A负责人","103","[""/agents""]","src/components/agent/AgentDiscussionPanel.vue","90","div","⚠️ {{ lastError }} 重新连接 {{ avatarIcon(turn) }} {{ turn.role === 'user' ? '你' : turn.agent_name }} {{ stanceLabel(turn.stance) }} 静音 回应 {{ agentName(turn.reply_to) }} {{ formatTime(","untested","","","[]"
"owner_a|src/components/agent/AgentDiscussionPanel.vue:93:33","项目A负责人","103","[""/agents""]","src/components/agent/AgentDiscussionPanel.vue","93","el-button","重新连接","untested","","","[]"
"owner_a|src/components/agent/AgentDiscussionPanel.vue:159:34","项目A负责人","103","[""/agents""]","src/components/agent/AgentDiscussionPanel.vue","159","button","↓ 最新","untested","","","[]"
"owner_a|src/components/agent/AgentDiscussionPanel.vue:165:35","项目A负责人","103","[""/agents""]","src/components/agent/AgentDiscussionPanel.vue","165","el-button","{{ q.icon }} {{ q.label }}","untested","","","[]"
"owner_a|src/components/agent/AgentDiscussionPanel.vue:175:36","项目A负责人","103","[""/agents""]","src/components/agent/AgentDiscussionPanel.vue","175","textarea","","untested","","","[]"
"owner_a|src/components/agent/AgentDiscussionPanel.vue:183:37","项目A负责人","103","[""/agents""]","src/components/agent/AgentDiscussionPanel.vue","183","el-button","发送","untested","","","[]"
"owner_a|src/components/agent/MetaGPTOrchestrationPanel.vue:182:38","项目A负责人","103","[""/agents""]","src/components/agent/MetaGPTOrchestrationPanel.vue","182","el-button","刷新","untested","","","[]"
"owner_a|src/components/agent/MetaGPTOrchestrationPanel.vue:239:39","项目A负责人","103","[""/agents""]","src/components/agent/MetaGPTOrchestrationPanel.vue","239","el-radio-group","审查环境 讨论环境","untested","","","[]"
"owner_a|src/components/ai/AgentChatDrawer.vue:2073:40","项目A负责人","103","[]","src/components/ai/AgentChatDrawer.vue","2073","button","","untested","","","[]"
"owner_a|src/components/ai/AgentChatDrawer.vue:2086:41","项目A负责人","103","[]","src/components/ai/AgentChatDrawer.vue","2086","div","松开鼠标,把文件交给小菱建项目 ⠿ {{ MASCOT_NAME }} · Agent 助手 {{ runStatusLabel }} {{ sessionPollError }} 网络已恢复,继续执行 自动监控 · 已同步 {{ sessionLastPolledAt }} 重试运行 {{ question }} {{ toolRunningPhrase(","untested","","","[]"
"owner_a|src/components/ai/AgentChatDrawer.vue:2103:42","项目A负责人","103","[]","src/components/ai/AgentChatDrawer.vue","2103","button","移动 Agent 助手窗口","untested","","","[]"
"owner_a|src/components/ai/AgentChatDrawer.vue:2117:43","项目A负责人","103","[]","src/components/ai/AgentChatDrawer.vue","2117","button","重试运行","untested","","","[]"
"owner_a|src/components/ai/AgentChatDrawer.vue:2125:44","项目A负责人","103","[]","src/components/ai/AgentChatDrawer.vue","2125","AgentSessionSwitcher","","untested","","","[]"
"owner_a|src/components/ai/AgentChatDrawer.vue:2139:45","项目A负责人","103","[]","src/components/ai/AgentChatDrawer.vue","2139","button","","untested","","","[]"
"owner_a|src/components/ai/AgentChatDrawer.vue:2159:46","项目A负责人","103","[]","src/components/ai/AgentChatDrawer.vue","2159","button","{{ question }}","untested","","","[]"
"owner_a|src/components/ai/AgentChatDrawer.vue:2206:47","项目A负责人","103","[]","src/components/ai/AgentChatDrawer.vue","2206","div","U Agent 调度链 · 共 {{ msg.steps.length }} 步 {{ s.agent }} {{ stepLabel(s) }} {{ s.time }} {{ s.message }} 双层调度调用链 · LLM 规划 {{ msg.planSteps.length }} 步 总耗时 {{ planTotalMs(msg.planStep","untested","","","[]"
"owner_a|src/components/ai/AgentChatDrawer.vue:2302:48","项目A负责人","103","[]","src/components/ai/AgentChatDrawer.vue","2302","button","重试","untested","","","[]"
"owner_a|src/components/ai/AgentChatDrawer.vue:2309:49","项目A负责人","103","[]","src/components/ai/AgentChatDrawer.vue","2309","button","新建独立对话","untested","","","[]"
"owner_a|src/components/ai/AgentChatDrawer.vue:2326:50","项目A负责人","103","[]","src/components/ai/AgentChatDrawer.vue","2326","button","","untested","","","[]"
"owner_a|src/components/ai/AgentChatDrawer.vue:2362:51","项目A负责人","103","[]","src/components/ai/AgentChatDrawer.vue","2362","AgentTeamTrace","","untested","","","[]"
"owner_a|src/components/ai/AgentChatDrawer.vue:2371:52","项目A负责人","103","[]","src/components/ai/AgentChatDrawer.vue","2371","ResponseApprovalCard","","untested","","","[]"
"owner_a|src/components/ai/AgentChatDrawer.vue:2378:53","项目A负责人","103","[]","src/components/ai/AgentChatDrawer.vue","2378","ResponseInputCard","","untested","","","[]"
"owner_a|src/components/ai/AgentChatDrawer.vue:2496:54","项目A负责人","103","[]","src/components/ai/AgentChatDrawer.vue","2496","el-button","重新提问","untested","","","[]"
"owner_a|src/components/ai/AgentChatDrawer.vue:2505:55","项目A负责人","103","[]","src/components/ai/AgentChatDrawer.vue","2505","el-button","取消","untested","","","[]"
"owner_a|src/components/ai/AgentChatDrawer.vue:2512:56","项目A负责人","103","[]","src/components/ai/AgentChatDrawer.vue","2512","el-button","{{ confirmationQuestion(msg)?.type === 'danger_confirm' ? '执行' : '批准' }}","untested","","","[]"
"owner_a|src/components/ai/AgentChatDrawer.vue:2521:57","项目A负责人","103","[]","src/components/ai/AgentChatDrawer.vue","2521","el-button","提交并继续","untested","","","[]"
"owner_a|src/components/ai/AgentChatDrawer.vue:2537:58","项目A负责人","103","[]","src/components/ai/AgentChatDrawer.vue","2537","AgentTeamTrace","","untested","","","[]"
"owner_a|src/components/ai/AgentChatDrawer.vue:2556:59","项目A负责人","103","[]","src/components/ai/AgentChatDrawer.vue","2556","button","{{ thinkingCityOpen ? '收起' : '看看在想什么' }}","untested","","","[]"
"owner_a|src/components/ai/AgentChatDrawer.vue:2584:60","项目A负责人","103","[]","src/components/ai/AgentChatDrawer.vue","2584","input","选择源码文件","untested","","","[]"
"owner_a|src/components/ai/AgentChatDrawer.vue:2593:61","项目A负责人","103","[]","src/components/ai/AgentChatDrawer.vue","2593","textarea","","untested","","","[]"
"owner_a|src/components/ai/AgentChatDrawer.vue:2603:62","项目A负责人","103","[]","src/components/ai/AgentChatDrawer.vue","2603","button","选择源码","untested","","","[]"
"owner_a|src/components/ai/AgentChatDrawer.vue:2613:63","项目A负责人","103","[]","src/components/ai/AgentChatDrawer.vue","2613","button","停止响应","untested","","","[]"
"owner_a|src/components/ai/AgentChatDrawer.vue:2623:64","项目A负责人","103","[]","src/components/ai/AgentChatDrawer.vue","2623","button","发送","untested","","","[]"
"owner_a|src/components/ai/AgentChatDrawer.vue:2637:65","项目A负责人","103","[]","src/components/ai/AgentChatDrawer.vue","2637","AgentTeamWindow","","untested","","","[]"
"owner_a|src/components/ai/AgentChatDrawer.vue:2643:66","项目A负责人","103","[]","src/components/ai/AgentChatDrawer.vue","2643","TaskCancelConfirm","","untested","","","[]"
"owner_a|src/components/ai/AgentMemberWorkCard.vue:230:67","项目A负责人","103","[]","src/components/ai/AgentMemberWorkCard.vue","230","button","追问","untested","","","[]"
"owner_a|src/components/ai/AgentNavLink.vue:57:68","项目A负责人","103","[]","src/components/ai/AgentNavLink.vue","57","button","{{ label }}","untested","","","[]"
"owner_a|src/components/ai/AgentSessionSwitcher.vue:313:69","项目A负责人","103","[]","src/components/ai/AgentSessionSwitcher.vue","313","button","{{ currentTitle }}","untested","","","[]"
"owner_a|src/components/ai/AgentSessionSwitcher.vue:324:70","项目A负责人","103","[]","src/components/ai/AgentSessionSwitcher.vue","324","button","新建对话","untested","","","[]"
"owner_a|src/components/ai/AgentSessionSwitcher.vue:352:71","项目A负责人","103","[]","src/components/ai/AgentSessionSwitcher.vue","352","button","{{ item.title }} {{ item.pinned ? '📍' : '📌' }} × … 🔒","untested","","","[]"
"owner_a|src/components/ai/AgentSessionSwitcher.vue:366:72","项目A负责人","103","[]","src/components/ai/AgentSessionSwitcher.vue","366","span","{{ item.pinned ? '📍' : '📌' }}","untested","","","[]"
"owner_a|src/components/ai/AgentSessionSwitcher.vue:375:73","项目A负责人","103","[]","src/components/ai/AgentSessionSwitcher.vue","375","span","×","untested","","","[]"
"owner_a|src/components/ai/AgentSessionSwitcher.vue:397:74","项目A负责人","103","[]","src/components/ai/AgentSessionSwitcher.vue","397","div","确认删除对话","untested","","","[]"
"owner_a|src/components/ai/AgentSessionSwitcher.vue:405:75","项目A负责人","103","[]","src/components/ai/AgentSessionSwitcher.vue","405","button","删除","untested","","","[]"
"owner_a|src/components/ai/AgentSessionSwitcher.vue:406:76","项目A负责人","103","[]","src/components/ai/AgentSessionSwitcher.vue","406","button","取消","untested","","","[]"
"owner_a|src/components/ai/AgentTeamCard.vue:171:77","项目A负责人","103","[]","src/components/ai/AgentTeamCard.vue","171","button","{{ teamCardLabel }} {{ team.title || team.objective || ""团队协作任务"" }} {{ statusLabel }}","untested","","","[]"
"owner_a|src/components/ai/AgentTeamCard.vue:196:78","项目A负责人","103","[]","src/components/ai/AgentTeamCard.vue","196","AgentTeamMemberBadge","","untested","","","[]"
"owner_a|src/components/ai/AgentTeamMemberBadge.vue:50:79","项目A负责人","103","[]","src/components/ai/AgentTeamMemberBadge.vue","50","span","{{ name || agentCode }} {{ roleLabel }}","untested","","","[]"
"owner_a|src/components/ai/AgentTeamSidePanel.vue:171:80","项目A负责人","103","[]","src/components/ai/AgentTeamSidePanel.vue","171","div","{{ team?.title || ""子Agent团队详情"" }} {{ error }} 加载中... {{ STATUS_LABELS[team.status] ?? team.status }} 已运行 {{ workingDuration }} {{ tab.label }} 目标 {{ team.objective }} 成员 ( {{ membe","untested","","","[]"
"owner_a|src/components/ai/AgentTeamSidePanel.vue:172:81","项目A负责人","103","[]","src/components/ai/AgentTeamSidePanel.vue","172","div","{{ team?.title || ""子Agent团队详情"" }} {{ error }} 加载中... {{ STATUS_LABELS[team.status] ?? team.status }} 已运行 {{ workingDuration }} {{ tab.label }} 目标 {{ team.objective }} 成员 ( {{ membe","untested","","","[]"
"owner_a|src/components/ai/AgentTeamSidePanel.vue:183:82","项目A负责人","103","[]","src/components/ai/AgentTeamSidePanel.vue","183","button","关闭团队详情","untested","","","[]"
"owner_a|src/components/ai/AgentTeamSidePanel.vue:205:83","项目A负责人","103","[]","src/components/ai/AgentTeamSidePanel.vue","205","button","{{ tab.label }}","untested","","","[]"
"owner_a|src/components/ai/AgentTeamSidePanel.vue:242:84","项目A负责人","103","[]","src/components/ai/AgentTeamSidePanel.vue","242","AgentMemberWorkCard","","untested","","","[]"
"owner_a|src/components/ai/AgentTeamTrace.vue:192:85","项目A负责人","103","[]","src/components/ai/AgentTeamTrace.vue","192","button","› {{ team.title }} {{ label(team.status) }}","untested","","","[]"
"owner_a|src/components/ai/AgentTeamTrace.vue:206:86","项目A负责人","103","[]","src/components/ai/AgentTeamTrace.vue","206","button","查看团队详情","untested","","","[]"
"owner_a|src/components/ai/AgentTeamTrace.vue:270:87","项目A负责人","103","[]","src/components/ai/AgentTeamTrace.vue","270","button","查看更多任务","untested","","","[]"
"owner_a|src/components/ai/AgentTeamTrace.vue:277:88","项目A负责人","103","[]","src/components/ai/AgentTeamTrace.vue","277","button","收起任务","untested","","","[]"
"owner_a|src/components/ai/AgentTeamTrace.vue:306:89","项目A负责人","103","[]","src/components/ai/AgentTeamTrace.vue","306","button","查看更多早期事件","untested","","","[]"
"owner_a|src/components/ai/AgentTeamTrace.vue:313:90","项目A负责人","103","[]","src/components/ai/AgentTeamTrace.vue","313","button","收起事件","untested","","","[]"
"owner_a|src/components/ai/AgentTeamTrace.vue:344:91","项目A负责人","103","[]","src/components/ai/AgentTeamTrace.vue","344","button","查看更多早期消息","untested","","","[]"
"owner_a|src/components/ai/AgentTeamTrace.vue:352:92","项目A负责人","103","[]","src/components/ai/AgentTeamTrace.vue","352","button","收起消息","untested","","","[]"
"owner_a|src/components/ai/AgentTeamWindow.vue:281:93","项目A负责人","103","[]","src/components/ai/AgentTeamWindow.vue","281","div","子 Agent 团队详情","untested","","","[]"
"owner_a|src/components/ai/AgentTeamWindow.vue:294:94","项目A负责人","103","[]","src/components/ai/AgentTeamWindow.vue","294","button","移动团队详情窗口","untested","","","[]"
"owner_a|src/components/ai/AgentTeamWindow.vue:305:95","项目A负责人","103","[]","src/components/ai/AgentTeamWindow.vue","305","button","关闭团队详情窗口","untested","","","[]"
"owner_a|src/components/ai/AgentTeamWindow.vue:335:96","项目A负责人","103","[]","src/components/ai/AgentTeamWindow.vue","335","AgentMemberWorkCard","","untested","","","[]"
"owner_a|src/components/ai/AgentTeamWindow.vue:405:97","项目A负责人","103","[]","src/components/ai/AgentTeamWindow.vue","405","button","重试失败","untested","","","[]"
"owner_a|src/components/ai/AgentTeamWindow.vue:412:98","项目A负责人","103","[]","src/components/ai/AgentTeamWindow.vue","412","button","取消团队","untested","","","[]"
"owner_a|src/components/ai/ProactivePageGuide.vue:68:99","项目A负责人","103","[""/admin/"",""/admin/agent-releases"",""/admin/agents"",""/admin/ai-logs"",""/admin/approvals"",""/admin/audit"",""/admin/beta-codes"",""/admin/embedding"",""/admin/evolution"",""/admin/jobs"",""/admin/knowledge"",""/admin/llm"",""/admin/mcp-workers"",""/admin/observability"",""/admin/overview"",""/admin/policies"",""/admin/rbac/permissions"",""/admin/rbac/roles"",""/admin/rbac/users"",""/admin/report-templates"",""/admin/rewards"",""/admin/rollback"",""/admin/skills"",""/admin/tools"",""/admin/users"",""/agent-studio"",""/agents"",""/code"",""/code/:projectId"",""/code/:projectId/file/:fileId"",""/code/:projectId/file/:fileId/versions"",""/dashboard"",""/forum"",""/forum/:id"",""/forum/:id/edit"",""/forum/new"",""/issues"",""/knowledge"",""/pentests"",""/pentests/:publicId"",""/pentests/start"",""/profile"",""/profile/api-config"",""/profile/password"",""/profile/personalization"",""/projects"",""/projects/:id"",""/report/templates"",""/reports"",""/reports/:id"",""/reviews"",""/reviews/:id"",""/reviews/start"",""/rules"",""/sandboxes"",""/security"",""/support/feedback"",""/support/maintenance""]","src/components/ai/ProactivePageGuide.vue","68","button","让小菱继续引导","untested","","","[]"
"owner_a|src/components/ai/ProactivePageGuide.vue:69:100","项目A负责人","103","[""/admin/"",""/admin/agent-releases"",""/admin/agents"",""/admin/ai-logs"",""/admin/approvals"",""/admin/audit"",""/admin/beta-codes"",""/admin/embedding"",""/admin/evolution"",""/admin/jobs"",""/admin/knowledge"",""/admin/llm"",""/admin/mcp-workers"",""/admin/observability"",""/admin/overview"",""/admin/policies"",""/admin/rbac/permissions"",""/admin/rbac/roles"",""/admin/rbac/users"",""/admin/report-templates"",""/admin/rewards"",""/admin/rollback"",""/admin/skills"",""/admin/tools"",""/admin/users"",""/agent-studio"",""/agents"",""/code"",""/code/:projectId"",""/code/:projectId/file/:fileId"",""/code/:projectId/file/:fileId/versions"",""/dashboard"",""/forum"",""/forum/:id"",""/forum/:id/edit"",""/forum/new"",""/issues"",""/knowledge"",""/pentests"",""/pentests/:publicId"",""/pentests/start"",""/profile"",""/profile/api-config"",""/profile/password"",""/profile/personalization"",""/projects"",""/projects/:id"",""/report/templates"",""/reports"",""/reports/:id"",""/reviews"",""/reviews/:id"",""/reviews/start"",""/rules"",""/sandboxes"",""/security"",""/support/feedback"",""/support/maintenance""]","src/components/ai/ProactivePageGuide.vue","69","button","关闭引导","untested","","","[]"
"owner_a|src/components/ai/TaskCancelConfirm.vue:30:101","项目A负责人","103","[]","src/components/ai/TaskCancelConfirm.vue","30","div","确认取消任务","untested","","","[]"
"owner_a|src/components/ai/TaskCancelConfirm.vue:51:102","项目A负责人","103","[]","src/components/ai/TaskCancelConfirm.vue","51","button","继续运行","untested","","","[]"
"owner_a|src/components/ai/TaskCancelConfirm.vue:54:103","项目A负责人","103","[]","src/components/ai/TaskCancelConfirm.vue","54","button","确认取消","untested","","","[]"
"owner_a|src/components/ai/ThinkingCity.vue:747:104","项目A负责人","103","[]","src/components/ai/ThinkingCity.vue","747","canvas","","untested","","","[]"
"owner_a|src/components/ai/ThinkingCity.vue:760:105","项目A负责人","103","[]","src/components/ai/ThinkingCity.vue","760","button","关闭","untested","","","[]"
"owner_a|src/components/ai/responses/ResponseApprovalCard.vue:46:106","项目A负责人","103","[]","src/components/ai/responses/ResponseApprovalCard.vue","46","button","调用参数（技术细节）","untested","","","[]"
"owner_a|src/components/ai/responses/ResponseApprovalCard.vue:58:107","项目A负责人","103","[]","src/components/ai/responses/ResponseApprovalCard.vue","58","button","{{ submitting ? '处理中…' : approval.danger ? '确认执行' : '批准' }}","untested","","","[]"
"owner_a|src/components/ai/responses/ResponseApprovalCard.vue:68:108","项目A负责人","103","[]","src/components/ai/responses/ResponseApprovalCard.vue","68","button","拒绝","untested","","","[]"
"owner_a|src/components/ai/responses/ResponseInputCard.vue:71:109","项目A负责人","103","[]","src/components/ai/responses/ResponseInputCard.vue","71","button","{{ option.label }} {{ option.description }}","untested","","","[]"
"owner_a|src/components/ai/responses/ResponseInputCard.vue:85:110","项目A负责人","103","[]","src/components/ai/responses/ResponseInputCard.vue","85","button","其他（自定义输入）","untested","","","[]"
"owner_a|src/components/ai/responses/ResponseInputCard.vue:86:111","项目A负责人","103","[]","src/components/ai/responses/ResponseInputCard.vue","86","textarea","","untested","","","[]"
"owner_a|src/components/ai/responses/ResponseInputCard.vue:96:112","项目A负责人","103","[]","src/components/ai/responses/ResponseInputCard.vue","96","button","{{ submitting ? '提交中…' : '提交' }}","untested","","","[]"
"owner_a|src/components/ai/responses/ResponseToolTimeline.vue:164:113","项目A负责人","103","[]","src/components/ai/responses/ResponseToolTimeline.vue","164","div","{{ step.action }} 帮我操作 知识库 {{ step.note }} {{ step.error }}","untested","","","[]"
"owner_a|src/components/common/EmptyState.vue:12:114","项目A负责人","103","[""/admin/agents"",""/admin/ai-logs"",""/admin/approvals"",""/admin/jobs"",""/admin/knowledge"",""/admin/observability"",""/admin/policies"",""/admin/report-templates"",""/admin/rewards"",""/admin/rollback"",""/admin/skills"",""/admin/tools"",""/agents"",""/code/:projectId/file/:fileId"",""/code/:projectId/file/:fileId/versions"",""/dashboard"",""/pentests"",""/pentests/:publicId"",""/projects"",""/projects/:id"",""/report/templates"",""/reports"",""/reports/:id"",""/reviews"",""/reviews/:id"",""/reviews/start""]","src/components/common/EmptyState.vue","12","button","{{ actionText }}","untested","","","[]"
"owner_a|src/components/issue/AiPromptModal.vue:208:115","项目A负责人","103","[""/projects/:id"",""/reviews/:id""]","src/components/issue/AiPromptModal.vue","208","el-button","{{ bundle ? '重新生成' : '生成' }}","untested","","","[]"
"owner_a|src/components/issue/AiPromptModal.vue:217:116","项目A负责人","103","[""/projects/:id"",""/reviews/:id""]","src/components/issue/AiPromptModal.vue","217","el-button","下载 Markdown","untested","","","[]"
"owner_a|src/components/issue/AiPromptModal.vue:242:117","项目A负责人","103","[""/projects/:id"",""/reviews/:id""]","src/components/issue/AiPromptModal.vue","242","button","🛠 {{ p.severity }} {{ p.title }} {{ p.file_path }} · {{ p.lines }}","untested","","","[]"
"owner_a|src/components/issue/AiPromptModal.vue:267:118","项目A负责人","103","[""/projects/:id"",""/reviews/:id""]","src/components/issue/AiPromptModal.vue","267","el-button","一键复制","untested","","","[]"
"owner_a|src/components/issue/IssueDetailDrawer.vue:2:119","项目A负责人","103","[""/reviews/:id""]","src/components/issue/IssueDetailDrawer.vue","2","el-drawer","基本信息 {{ issueTypeLabel(issue.issue_type) }} {{ issue.file_name ?? '-' }} {{ issue.line_number ? `${issue.line_number}${issue.end_line ? ` ~ ${issue.end_line}` : ''}` : '-' }} {{ st","untested","","","[]"
"owner_a|src/components/issue/IssueDetailDrawer.vue:62:120","项目A负责人","103","[""/reviews/:id""]","src/components/issue/IssueDetailDrawer.vue","62","el-button","接受结论","untested","","","[]"
"owner_a|src/components/issue/IssueDetailDrawer.vue:63:121","项目A负责人","103","[""/reviews/:id""]","src/components/issue/IssueDetailDrawer.vue","63","el-button","驳回结论","untested","","","[]"
"owner_a|src/components/issue/IssueDetailDrawer.vue:64:122","项目A负责人","103","[""/reviews/:id""]","src/components/issue/IssueDetailDrawer.vue","64","el-button","要求补充证据","untested","","","[]"
"owner_a|src/components/issue/IssueDetailDrawer.vue:165:123","项目A负责人","103","[""/reviews/:id""]","src/components/issue/IssueDetailDrawer.vue","165","el-button","生成 AI 修复提示词","untested","","","[]"
"owner_a|src/components/layout/AppHeader.vue:204:124","项目A负责人","103","[""/agent-studio"",""/agents"",""/code"",""/code/:projectId"",""/code/:projectId/file/:fileId"",""/code/:projectId/file/:fileId/versions"",""/dashboard"",""/forum"",""/forum/:id"",""/forum/:id/edit"",""/forum/new"",""/issues"",""/knowledge"",""/pentests"",""/pentests/:publicId"",""/pentests/start"",""/profile"",""/profile/api-config"",""/profile/password"",""/profile/personalization"",""/projects"",""/projects/:id"",""/report/templates"",""/reports"",""/reports/:id"",""/reviews"",""/reviews/:id"",""/reviews/start"",""/rules"",""/sandboxes"",""/security"",""/support/feedback"",""/support/maintenance""]","src/components/layout/AppHeader.vue","204","button","打开导航菜单","untested","","","[]"
