row_id,account_role,account_label,account_id,project_scope,pages_from_source,page_resolution,control_id,file,line,tag,is_button_or_link,label,dynamic_accessible_label,events,source_conditions,expected_behavior,required_environment,current_release_status,blocker,current_release_actual_result,current_release_evidence,historical_observations,scenarios_to_record,previous_acceptance_account_id,execution_prerequisite,previous_release_observations
owner_a|src/components/admin/AdminCopilot.vue:1714:11,owner_a,项目A负责人,,待主代理新建20260908标记的隔离验收项目；实际项目ID与资源关系以真实返回为准,[],共享/动态组件，宿主尚未唯一解析,src/components/admin/AdminCopilot.vue:1714:11,src/components/admin/AdminCopilot.vue,1714,button,True,复制全部一次性结果,,"[{""event"": ""click"", ""handler"": ""copySensitiveValues(entry)""}]","[""else: "", ""for: entry in messages"", ""if: entry.sensitiveResult""]",按账号真实RBAC、资源归属及当前业务状态验证允许/拒绝、可见/禁用；源码条件仅作定位线索,本轮最终源码经Git bundle发布后的生产HTTPS真实浏览器,untested,,,[],[],"[""账号与页面前置状态"", ""可见或隐藏/禁用"", ""实际点击或交互"", ""确认/取消/错误与重试（适用时）"", ""最终跳转或数据读回"", ""发布版本及证据""]",103,等待本轮最小权限专用账号及有效会话；旧QA103-106已停用，不复用或扩权,[]
owner_a|src/components/admin/AdminCopilot.vue:1757:12,owner_a,项目A负责人,,待主代理新建20260908标记的隔离验收项目；实际项目ID与资源关系以真实返回为准,[],共享/动态组件，宿主尚未唯一解析,src/components/admin/AdminCopilot.vue:1757:12,src/components/admin/AdminCopilot.vue,1757,button,True,重试,,"[{""event"": ""click"", ""handler"": ""retryFromErrorCard()""}]","[""else: "", ""for: entry in messages"", ""if: entry.payload.type === 'error'"", ""if: entry.payload.retryable !== false""]",按账号真实RBAC、资源归属及当前业务状态验证允许/拒绝、可见/禁用；源码条件仅作定位线索,本轮最终源码经Git bundle发布后的生产HTTPS真实浏览器,untested,,,[],[],"[""账号与页面前置状态"", ""可见或隐藏/禁用"", ""实际点击或交互"", ""确认/取消/错误与重试（适用时）"", ""最终跳转或数据读回"", ""发布版本及证据""]",103,等待本轮最小权限专用账号及有效会话；旧QA103-106已停用，不复用或扩权,[]
owner_a|src/components/admin/AdminCopilot.vue:1765:13,owner_a,项目A负责人,,待主代理新建20260908标记的隔离验收项目；实际项目ID与资源关系以真实返回为准,[],共享/动态组件，宿主尚未唯一解析,src/components/admin/AdminCopilot.vue:1765:13,src/components/admin/AdminCopilot.vue,1765,button,True,新建独立对话,,"[{""event"": ""click"", ""handler"": ""startNewChat()""}]","[""else: "", ""for: entry in messages"", ""if: entry.payload.type === 'error'""]",按账号真实RBAC、资源归属及当前业务状态验证允许/拒绝、可见/禁用；源码条件仅作定位线索,本轮最终源码经Git bundle发布后的生产HTTPS真实浏览器,untested,,,[],[],"[""账号与页面前置状态"", ""可见或隐藏/禁用"", ""实际点击或交互"", ""确认/取消/错误与重试（适用时）"", ""最终跳转或数据读回"", ""发布版本及证据""]",103,等待本轮最小权限专用账号及有效会话；旧QA103-106已停用，不复用或扩权,[]
owner_a|src/components/admin/AdminCopilot.vue:1780:14,owner_a,项目A负责人,,待主代理新建20260908标记的隔离验收项目；实际项目ID与资源关系以真实返回为准,[],共享/动态组件，宿主尚未唯一解析,src/components/admin/AdminCopilot.vue:1780:14,src/components/admin/AdminCopilot.vue,1780,button,True,{{ entry.payload.action_label || '立即处理' }},,"[{""event"": ""click"", ""handler"": ""handleAlertAction(entry.payload.action_prompt)""}]","[""else: "", ""for: entry in messages"", ""else-if: entry.payload.type === 'alert'""]",按账号真实RBAC、资源归属及当前业务状态验证允许/拒绝、可见/禁用；源码条件仅作定位线索,本轮最终源码经Git bundle发布后的生产HTTPS真实浏览器,untested,,,[],[],"[""账号与页面前置状态"", ""可见或隐藏/禁用"", ""实际点击或交互"", ""确认/取消/错误与重试（适用时）"", ""最终跳转或数据读回"", ""发布版本及证据""]",103,等待本轮最小权限专用账号及有效会话；旧QA103-106已停用，不复用或扩权,[]
owner_a|src/components/admin/AdminCopilot.vue:1801:15,owner_a,项目A负责人,,待主代理新建20260908标记的隔离验收项目；实际项目ID与资源关系以真实返回为准,[],共享/动态组件，宿主尚未唯一解析,src/components/admin/AdminCopilot.vue:1801:15,src/components/admin/AdminCopilot.vue,1801,button,True,{{ expandedTables.has(entry.id) ? '收起' : '展开全部' }},,"[{""event"": ""click"", ""handler"": ""toggleTable(entry.id)""}]","[""else: "", ""for: entry in messages"", ""else-if: entry.payload.type === 'table'"", ""if: (entry.payload.rows?.length ?? 0) > 10""]",按账号真实RBAC、资源归属及当前业务状态验证允许/拒绝、可见/禁用；源码条件仅作定位线索,本轮最终源码经Git bundle发布后的生产HTTPS真实浏览器,untested,,,[],[],"[""账号与页面前置状态"", ""可见或隐藏/禁用"", ""实际点击或交互"", ""确认/取消/错误与重试（适用时）"", ""最终跳转或数据读回"", ""发布版本及证据""]",103,等待本轮最小权限专用账号及有效会话；旧QA103-106已停用，不复用或扩权,[]
owner_a|src/components/admin/AdminCopilot.vue:1811:16,owner_a,项目A负责人,,待主代理新建20260908标记的隔离验收项目；实际项目ID与资源关系以真实返回为准,[],共享/动态组件，宿主尚未唯一解析,src/components/admin/AdminCopilot.vue:1811:16,src/components/admin/AdminCopilot.vue,1811,ResponseApprovalCard,False,,,"[{""event"": ""decide"", ""handler"": ""decideApproval(entry, $event)""}]","[""else: "", ""for: entry in messages"", ""if: entry.approval""]",按账号真实RBAC、资源归属及当前业务状态验证允许/拒绝、可见/禁用；源码条件仅作定位线索,本轮最终源码经Git bundle发布后的生产HTTPS真实浏览器,untested,,,[],[],"[""账号与页面前置状态"", ""可见或隐藏/禁用"", ""实际点击或交互"", ""确认/取消/错误与重试（适用时）"", ""最终跳转或数据读回"", ""发布版本及证据""]",103,等待本轮最小权限专用账号及有效会话；旧QA103-106已停用，不复用或扩权,[]
owner_a|src/components/admin/AdminCopilot.vue:1818:17,owner_a,项目A负责人,,待主代理新建20260908标记的隔离验收项目；实际项目ID与资源关系以真实返回为准,[],共享/动态组件，宿主尚未唯一解析,src/components/admin/AdminCopilot.vue:1818:17,src/components/admin/AdminCopilot.vue,1818,ResponseInputCard,False,,,"[{""event"": ""update:answer"", ""handler"": ""entry.inputRequest.answer = $event""}, {""event"": ""submit"", ""handler"": ""submitInput(entry, $event)""}]","[""else: "", ""for: entry in messages"", ""if: entry.inputRequest""]",按账号真实RBAC、资源归属及当前业务状态验证允许/拒绝、可见/禁用；源码条件仅作定位线索,本轮最终源码经Git bundle发布后的生产HTTPS真实浏览器,untested,,,[],[],"[""账号与页面前置状态"", ""可见或隐藏/禁用"", ""实际点击或交互"", ""确认/取消/错误与重试（适用时）"", ""最终跳转或数据读回"", ""发布版本及证据""]",103,等待本轮最小权限专用账号及有效会话；旧QA103-106已停用，不复用或扩权,[]
owner_a|src/components/admin/AdminCopilot.vue:1830:18,owner_a,项目A负责人,,待主代理新建20260908标记的隔离验收项目；实际项目ID与资源关系以真实返回为准,[],共享/动态组件，宿主尚未唯一解析,src/components/admin/AdminCopilot.vue:1830:18,src/components/admin/AdminCopilot.vue,1830,AgentTeamCard,False,,,"[{""event"": ""open-panel"", ""handler"": ""openTeamPanel""}]","[""else: "", ""for: team in agentTeams""]",按账号真实RBAC、资源归属及当前业务状态验证允许/拒绝、可见/禁用；源码条件仅作定位线索,本轮最终源码经Git bundle发布后的生产HTTPS真实浏览器,untested,,,[],[],"[""账号与页面前置状态"", ""可见或隐藏/禁用"", ""实际点击或交互"", ""确认/取消/错误与重试（适用时）"", ""最终跳转或数据读回"", ""发布版本及证据""]",103,等待本轮最小权限专用账号及有效会话；旧QA103-106已停用，不复用或扩权,[]
owner_a|src/components/admin/AdminCopilot.vue:1846:19,owner_a,项目A负责人,,待主代理新建20260908标记的隔离验收项目；实际项目ID与资源关系以真实返回为准,[],共享/动态组件，宿主尚未唯一解析,src/components/admin/AdminCopilot.vue:1846:19,src/components/admin/AdminCopilot.vue,1846,button,True,{{ thinkingCityOpen ? '收起' : '看看在想什么' }},,"[{""event"": ""click"", ""handler"": ""thinkingCityOpen = !thinkingCityOpen""}]","[""else: "", ""if: thinkingCityActive""]",按账号真实RBAC、资源归属及当前业务状态验证允许/拒绝、可见/禁用；源码条件仅作定位线索,本轮最终源码经Git bundle发布后的生产HTTPS真实浏览器,untested,,,[],[],"[""账号与页面前置状态"", ""可见或隐藏/禁用"", ""实际点击或交互"", ""确认/取消/错误与重试（适用时）"", ""最终跳转或数据读回"", ""发布版本及证据""]",103,等待本轮最小权限专用账号及有效会话；旧QA103-106已停用，不复用或扩权,[]
owner_a|src/components/admin/AdminCopilot.vue:1873:20,owner_a,项目A负责人,,待主代理新建20260908标记的隔离验收项目；实际项目ID与资源关系以真实返回为准,[],共享/动态组件，宿主尚未唯一解析,src/components/admin/AdminCopilot.vue:1873:20,src/components/admin/AdminCopilot.vue,1873,textarea,False,输入管理指令,,"[{""event"": ""keydown"", ""handler"": ""handleSubmitKey""}]","[""else: ""]",按账号真实RBAC、资源归属及当前业务状态验证允许/拒绝、可见/禁用；源码条件仅作定位线索,本轮最终源码经Git bundle发布后的生产HTTPS真实浏览器,untested,,,[],[],"[""账号与页面前置状态"", ""可见或隐藏/禁用"", ""实际点击或交互"", ""确认/取消/错误与重试（适用时）"", ""最终跳转或数据读回"", ""发布版本及证据""]",103,等待本轮最小权限专用账号及有效会话；旧QA103-106已停用，不复用或扩权,[]
owner_a|src/components/admin/AdminCopilot.vue:1883:21,owner_a,项目A负责人,,待主代理新建20260908标记的隔离验收项目；实际项目ID与资源关系以真实返回为准,[],共享/动态组件，宿主尚未唯一解析,src/components/admin/AdminCopilot.vue:1883:21,src/components/admin/AdminCopilot.vue,1883,button,True,取消任务,,"[{""event"": ""click"", ""handler"": ""cancelPromptVisible = true""}]","[""else: "", ""if: sessionBusy""]",按账号真实RBAC、资源归属及当前业务状态验证允许/拒绝、可见/禁用；源码条件仅作定位线索,本轮最终源码经Git bundle发布后的生产HTTPS真实浏览器,untested,,,[],[],"[""账号与页面前置状态"", ""可见或隐藏/禁用"", ""实际点击或交互"", ""确认/取消/错误与重试（适用时）"", ""最终跳转或数据读回"", ""发布版本及证据""]",103,等待本轮最小权限专用账号及有效会话；旧QA103-106已停用，不复用或扩权,[]
owner_a|src/components/admin/AdminCopilot.vue:1893:22,owner_a,项目A负责人,,待主代理新建20260908标记的隔离验收项目；实际项目ID与资源关系以真实返回为准,[],共享/动态组件，宿主尚未唯一解析,src/components/admin/AdminCopilot.vue:1893:22,src/components/admin/AdminCopilot.vue,1893,button,True,发送,,"[{""event"": ""click"", ""handler"": ""sendMessage()""}]","[""else: "", ""else: ""]",按账号真实RBAC、资源归属及当前业务状态验证允许/拒绝、可见/禁用；源码条件仅作定位线索,本轮最终源码经Git bundle发布后的生产HTTPS真实浏览器,untested,,,[],[],"[""账号与页面前置状态"", ""可见或隐藏/禁用"", ""实际点击或交互"", ""确认/取消/错误与重试（适用时）"", ""最终跳转或数据读回"", ""发布版本及证据""]",103,等待本轮最小权限专用账号及有效会话；旧QA103-106已停用，不复用或扩权,[]
owner_a|src/components/admin/AdminCopilot.vue:1900:23,owner_a,项目A负责人,,待主代理新建20260908标记的隔离验收项目；实际项目ID与资源关系以真实返回为准,[],共享/动态组件，宿主尚未唯一解析,src/components/admin/AdminCopilot.vue:1900:23,src/components/admin/AdminCopilot.vue,1900,AgentTeamSidePanel,False,,,"[{""event"": ""close"", ""handler"": ""selectedTeamId = null""}, {""event"": ""ask-member"", ""handler"": ""handleAskMember""}]",[],按账号真实RBAC、资源归属及当前业务状态验证允许/拒绝、可见/禁用；源码条件仅作定位线索,本轮最终源码经Git bundle发布后的生产HTTPS真实浏览器,untested,,,[],[],"[""账号与页面前置状态"", ""可见或隐藏/禁用"", ""实际点击或交互"", ""确认/取消/错误与重试（适用时）"", ""最终跳转或数据读回"", ""发布版本及证据""]",103,等待本轮最小权限专用账号及有效会话；旧QA103-106已停用，不复用或扩权,[]
owner_a|src/components/admin/AdminCopilot.vue:1901:24,owner_a,项目A负责人,,待主代理新建20260908标记的隔离验收项目；实际项目ID与资源关系以真实返回为准,[],共享/动态组件，宿主尚未唯一解析,src/components/admin/AdminCopilot.vue:1901:24,src/components/admin/AdminCopilot.vue,1901,TaskCancelConfirm,False,,,"[{""event"": ""confirm"", ""handler"": ""handleCancelConfirm""}, {""event"": ""dismiss"", ""handler"": ""cancelPromptVisible = false""}]",[],按账号真实RBAC、资源归属及当前业务状态验证允许/拒绝、可见/禁用；源码条件仅作定位线索,本轮最终源码经Git bundle发布后的生产HTTPS真实浏览器,untested,,,[],[],"[""账号与页面前置状态"", ""可见或隐藏/禁用"", ""实际点击或交互"", ""确认/取消/错误与重试（适用时）"", ""最终跳转或数据读回"", ""发布版本及证据""]",103,等待本轮最小权限专用账号及有效会话；旧QA103-106已停用，不复用或扩权,[]
owner_a|src/components/admin/AdminLayout.vue:135:25,owner_a,项目A负责人,,待主代理新建20260908标记的隔离验收项目；实际项目ID与资源关系以真实返回为准,"[""/admin/"", ""/admin/agent-releases"", ""/admin/agents"", ""/admin/ai-logs"", ""/admin/approvals"", ""/admin/audit"", ""/admin/beta-codes"", ""/admin/embedding"", ""/admin/evolution"", ""/admin/jobs"", ""/admin/knowledge"", ""/admin/llm"", ""/admin/mcp-workers"", ""/admin/observability"", ""/admin/overview"", ""/admin/policies"", ""/admin/rbac/permissions"", ""/admin/rbac/roles"", ""/admin/rbac/users"", ""/admin/report-templates"", ""/admin/rewards"", ""/admin/rollback"", ""/admin/skills"", ""/admin/tools"", ""/admin/users""]",路由AST与静态组件引用图；运行时宿主实例仍需实际确认,src/components/admin/AdminLayout.vue:135:25,src/components/admin/AdminLayout.vue,135,button,True,{{ item.title }},,"[{""event"": ""click"", ""handler"": ""go(item.path)""}]","[""for: item in visibleMenuItems""]",按账号真实RBAC、资源归属及当前业务状态验证允许/拒绝、可见/禁用；源码条件仅作定位线索,本轮最终源码经Git bundle发布后的生产HTTPS真实浏览器,untested,,,[],[],"[""账号与页面前置状态"", ""可见或隐藏/禁用"", ""实际点击或交互"", ""确认/取消/错误与重试（适用时）"", ""最终跳转或数据读回"", ""发布版本及证据""]",103,等待本轮最小权限专用账号及有效会话；旧QA103-106已停用，不复用或扩权,[]
owner_a|src/components/admin/AdminLayout.vue:162:26,owner_a,项目A负责人,,待主代理新建20260908标记的隔离验收项目；实际项目ID与资源关系以真实返回为准,"[""/admin/"", ""/admin/agent-releases"", ""/admin/agents"", ""/admin/ai-logs"", ""/admin/approvals"", ""/admin/audit"", ""/admin/beta-codes"", ""/admin/embedding"", ""/admin/evolution"", ""/admin/jobs"", ""/admin/knowledge"", ""/admin/llm"", ""/admin/mcp-workers"", ""/admin/observability"", ""/admin/overview"", ""/admin/policies"", ""/admin/rbac/permissions"", ""/admin/rbac/roles"", ""/admin/rbac/users"", ""/admin/report-templates"", ""/admin/rewards"", ""/admin/rollback"", ""/admin/skills"", ""/admin/tools"", ""/admin/users""]",路由AST与静态组件引用图；运行时宿主实例仍需实际确认,src/components/admin/AdminLayout.vue:162:26,src/components/admin/AdminLayout.vue,162,el-button,True,退出,,"[{""event"": ""click"", ""handler"": ""logout""}]",[],按账号真实RBAC、资源归属及当前业务状态验证允许/拒绝、可见/禁用；源码条件仅作定位线索,本轮最终源码经Git bundle发布后的生产HTTPS真实浏览器,untested,,,[],[],"[""账号与页面前置状态"", ""可见或隐藏/禁用"", ""实际点击或交互"", ""确认/取消/错误与重试（适用时）"", ""最终跳转或数据读回"", ""发布版本及证据""]",103,等待本轮最小权限专用账号及有效会话；旧QA103-106已停用，不复用或扩权,[]
owner_a|src/components/agent/AgentDeskCard.vue:60:27,owner_a,项目A负责人,,待主代理新建20260908标记的隔离验收项目；实际项目ID与资源关系以真实返回为准,"[""/agents""]",路由AST与静态组件引用图；运行时宿主实例仍需实际确认,src/components/agent/AgentDeskCard.vue:60:27,src/components/agent/AgentDeskCard.vue,60,article,False,{{ agent.name }} 自定义 {{ agent.code }} {{ statusLabel[agent.status] }} {{ agent.description }} {{ categoryLabel }} {{ skill }} + {{ agent.skills.length - 3 }} {{ agent.call_count }},"`Agent ${agent.name}, 状态 ${statusLabel[agent.status]}`","[{""event"": ""click"", ""handler"": ""emit('select', agent.code)""}]",[],按账号真实RBAC、资源归属及当前业务状态验证允许/拒绝、可见/禁用；源码条件仅作定位线索,本轮最终源码经Git bundle发布后的生产HTTPS真实浏览器,untested,,,[],[],"[""账号与页面前置状态"", ""可见或隐藏/禁用"", ""实际点击或交互"", ""确认/取消/错误与重试（适用时）"", ""最终跳转或数据读回"", ""发布版本及证据""]",103,等待本轮最小权限专用账号及有效会话；旧QA103-106已停用，不复用或扩权,[]
owner_a|src/components/agent/AgentDiscussionPanel.vue:31:28,owner_a,项目A负责人,,待主代理新建20260908标记的隔离验收项目；实际项目ID与资源关系以真实返回为准,"[""/agents""]",路由AST与静态组件引用图；运行时宿主实例仍需实际确认,src/components/agent/AgentDiscussionPanel.vue:31:28,src/components/agent/AgentDiscussionPanel.vue,31,el-button,True,📄 查看报告,,"[{""event"": ""click"", ""handler"": ""goReport""}]","[""if: phase === 'concluded' && reportTaskId""]",按账号真实RBAC、资源归属及当前业务状态验证允许/拒绝、可见/禁用；源码条件仅作定位线索,本轮最终源码经Git bundle发布后的生产HTTPS真实浏览器,untested,,,[],[],"[""账号与页面前置状态"", ""可见或隐藏/禁用"", ""实际点击或交互"", ""确认/取消/错误与重试（适用时）"", ""最终跳转或数据读回"", ""发布版本及证据""]",103,等待本轮最小权限专用账号及有效会话；旧QA103-106已停用，不复用或扩权,[]
